genes	cluster
CEG46122	CEG46122	41
CEG36095	CEG36095	41
CEG40316	CEG40316	41
CEG38791	CEG38791	41
CEG45417	CEG45417	41
CEG49514	CEG49514	41
CEG42603	CEG42603	41
CEG38178	CEG38178	41
CEG45787	CEG45787	41
CEG40059	CEG40059	41
CEG47733	CEG47733	41
CEG46615	CEG46615	41
CEG48152	CEG48152	41
CEG44382	CEG44382	41
CEG46288	CEG46288	41
CEG47632	CEG47632	41
CEG37070	CEG37070	41
CEG38433	CEG38433	41
CEG49961	CEG49961	41
CEG38307	CEG38307	41
CEG38359	CEG38359	41
CEG43258	CEG43258	41
CEG40195	CEG40195	41
CEG46240	CEG46240	41
CEG42575	CEG42575	41
CEG40354	CEG40354	41
CEG45460	CEG45460	41
CEG45711	CEG45711	41
CEG41796	CEG41796	41
CEG44017	CEG44017	41
CEG40372	CEG40372	41
CEG45615	CEG45615	41
CEG42182	CEG42182	41
CEG49840	CEG49840	41
CEG41208	CEG41208	41
CEG45879	CEG45879	41
CEG43178	CEG43178	41
CEG38457	CEG38457	41
CEG36684	CEG36684	41
CEG45663	CEG45663	41
CEG40644	CEG40644	41
CEG49113	CEG49113	41
CEG38097	CEG38097	41
CEG37440	CEG37440	41
CEG50297	CEG50297	41
CEG48464	CEG48464	41
CEG44778	CEG44778	41
CEG37050	CEG37050	42
CEG46627	CEG46627	42
CEG42401	CEG42401	42
CEG49977	CEG49977	42
CEG40061	CEG40061	42
CEG39696	CEG39696	42
CEG47916	CEG47916	42
CEG50000	CEG50000	42
CEG36567	CEG36567	42
CEG35735	CEG35735	42
CEG38730	CEG38730	42
CEG47811	CEG47811	42
CEG46022	CEG46022	42
CEG41381	CEG41381	42
CEG38120	CEG38120	42
CEG43116	CEG43116	42
CEG46676	CEG46676	42
CEG46820	CEG46820	42
CEG35601	CEG35601	42
CEG42211	CEG42211	42
CEG40251	CEG40251	42
CEG37051	CEG37051	42
CEG41542	CEG41542	42
CEG49287	CEG49287	42
CEG37793	CEG37793	42
CEG41828	CEG41828	42
CEG47852	CEG47852	42
CEG36200	CEG36200	42
CEG38348	CEG38348	42
CEG49917	CEG49917	42
CEG44681	CEG44681	42
CEG43066	CEG43066	42
CEG37302	CEG37302	42
CEG39064	CEG39064	42
CEG38697	CEG38697	42
CEG35957	CEG35957	42
CEG37024	CEG37024	42
CEG40749	CEG40749	42
CEG38399	CEG38399	42
CEG36969	CEG36969	42
CEG37317	CEG37317	42
CEG37622	CEG37622	43
CEG39761	CEG39761	43
CEG46878	CEG46878	43
CEG50456	CEG50456	43
CEG37968	CEG37968	43
CEG47794	CEG47794	43
CEG47676	CEG47676	43
CEG37371	CEG37371	43
CEG50494	CEG50494	43
CEG47456	CEG47456	43
CEG36405	CEG36405	43
CEG35473	CEG35473	43
CEG35476	CEG35476	43
CEG39223	CEG39223	43
CEG41424	CEG41424	43
CEG36690	CEG36690	43
CEG49846	CEG49846	43
CEG40939	CEG40939	43
CEG47863	CEG47863	43
CEG36579	CEG36579	43
CEG35683	CEG35683	43
CEG48162	CEG48162	43
CEG50301	CEG50301	43
CEG38303	CEG38303	43
CEG37047	CEG37047	43
CEG44295	CEG44295	43
CEG46582	CEG46582	43
CEG48226	CEG48226	45
CEG42220	CEG42220	45
CEG41443	CEG41443	45
CEG44835	CEG44835	45
CEG50302	CEG50302	45
CEG38322	CEG38322	45
CEG35700	CEG35700	45
CEG44516	CEG44516	45
CEG40508	CEG40508	45
CEG38512	CEG38512	45
CEG49906	CEG49906	45
CEG49907	CEG49907	45
CEG42665	CEG42665	45
CEG48157	CEG48157	45
CEG47864	CEG47864	45
CEG39668	CEG39668	45
CEG39577	CEG39577	45
CEG40377	CEG40377	45
CEG38163	CEG38163	45
CEG35853	CEG35853	45
CEG42088	CEG42088	45
CEG49332	CEG49332	45
CEG38318	CEG38318	45
CEG37194	CEG37194	45
CEG44517	CEG44517	45
CEG41551	CEG41551	45
CEG44049	CEG44049	45
CEG36510	CEG36510	45
CEG36648	CEG36648	45
CEG40964	CEG40964	45
CEG38323	CEG38323	45
CEG37229	CEG37229	45
CEG39534	CEG39534	45
CEG37856	CEG37856	45
CEG45671	CEG45671	45
CEG47706	CEG47706	45
CEG42735	CEG42735	46
CEG41570	CEG41570	46
CEG47568	CEG47568	46
CEG49646	CEG49646	46
CEG44891	CEG44891	46
CEG37727	CEG37727	46
CEG50197	CEG50197	46
CEG47691	CEG47691	46
CEG45728	CEG45728	46
CEG37376	CEG37376	46
CEG39804	CEG39804	46
CEG45251	CEG45251	46
CEG36230	CEG36230	46
CEG44811	CEG44811	46
CEG39360	CEG39360	46
CEG45710	CEG45710	46
CEG37338	CEG37338	46
CEG48817	CEG48817	46
CEG43519	CEG43519	46
CEG50526	CEG50526	46
CEG42028	CEG42028	46
CEG37572	CEG37572	46
CEG44011	CEG44011	46
CEG43794	CEG43794	46
CEG48121	CEG48121	46
CEG45727	CEG45727	46
CEG35353	CEG35353	46
CEG38866	CEG38866	46
CEG36070	CEG36070	46
CEG41314	CEG41314	46
CEG35249	CEG35249	46
CEG49950	CEG49950	46
CEG42694	CEG42694	46
CEG43496	CEG43496	46
CEG49077	CEG49077	46
CEG48212	CEG48212	46
CEG37478	CEG37478	46
CEG40349	CEG40349	46
CEG37789	CEG37789	46
CEG41258	CEG41258	46
CEG35855	CEG35855	46
CEG36304	CEG36304	46
CEG45709	CEG45709	46
CEG40212	CEG40212	46
CEG40028	CEG40028	46
CEG36442	CEG36442	46
CEG45892	CEG45892	46
CEG48415	CEG48415	46
CEG38182	CEG38182	46
CEG37720	CEG37720	46
CEG43585	CEG43585	46
CEG40757	CEG40757	46
CEG44964	CEG44964	46
CEG37840	CEG37840	46
CEG35996	CEG35996	46
CEG46898	CEG46898	46
CEG47385	CEG47385	46
CEG35736	CEG35736	46
CEG50111	CEG50111	46
CEG41352	CEG41352	46
CEG48553	CEG48553	46
CEG36924	CEG36924	46
CEG43893	CEG43893	46
CEG49065	CEG49065	46
CEG41458	CEG41458	46
CEG49879	CEG49879	46
CEG35997	CEG35997	46
CEG50452	CEG50452	46
CEG41749	CEG41749	46
CEG42309	CEG42309	46
CEG43783	CEG43783	46
CEG36922	CEG36922	46
CEG39124	CEG39124	46
CEG49860	CEG49860	46
CEG37853	CEG37853	46
CEG46025	CEG46025	46
CEG42283	CEG42283	46
CEG50440	CEG50440	46
CEG43913	CEG43913	46
CEG44278	CEG44278	46
CEG49194	CEG49194	46
CEG45055	CEG45055	46
CEG44787	CEG44787	46
CEG39690	CEG39690	46
CEG36126	CEG36126	46
CEG40145	CEG40145	46
CEG37563	CEG37563	46
CEG49602	CEG49602	46
CEG44415	CEG44415	47
CEG44655	CEG44655	47
CEG36421	CEG36421	47
CEG43297	CEG43297	47
CEG48649	CEG48649	47
CEG43296	CEG43296	47
ENSRNAG00050152874	ENSRNAG00050152874	47
CEG37852	CEG37852	47
CEG38948	CEG38948	47
CEG48921	CEG48921	47
CEG37826	CEG37826	47
CEG41813	CEG41813	47
CEG36373	CEG36373	47
CEG41024	CEG41024	47
CEG42514	CEG42514	47
CEG47169	CEG47169	47
CEI80204	CEI80204	47
CEG39216	CEG39216	47
CEG41657	CEG41657	47
CEG35215	CEG35215	47
CEG48808	CEG48808	47
CEG42180	CEG42180	47
CEG38107	CEG38107	47
CEG39215	CEG39215	47
CEG41729	CEG41729	47
CEG35172	CEG35172	47
CEG36100	CEG36100	47
CEG42478	CEG42478	47
CEG40633	CEG40633	47
CEG44141	CEG44141	47
CEG43159	CEG43159	48
CEG46114	CEG46114	48
CEG39917	CEG39917	48
CEG48004	CEG48004	48
CEG37857	CEG37857	48
CEG48835	CEG48835	48
CEG47627	CEG47627	48
CEG43220	CEG43220	48
CEG39075	CEG39075	48
CEG42421	CEG42421	48
CEG43472	CEG43472	48
CEG40036	CEG40036	48
CEG38140	CEG38140	48
CEG44823	CEG44823	48
CEG43564	CEG43564	48
CEG46839	CEG46839	48
CEG43744	CEG43744	48
CEG41587	CEG41587	48
CEG49944	CEG49944	48
CEG46777	CEG46777	48
CEG35756	CEG35756	48
CEG45985	CEG45985	48
CEG46116	CEG46116	48
CEG38440	CEG38440	48
CEG40092	CEG40092	48
CEG44019	CEG44019	48
CEG39954	CEG39954	49
CEG42209	CEG42209	49
CEG47821	CEG47821	49
CEG40243	CEG40243	49
CEG45730	CEG45730	49
CEG49315	CEG49315	49
CEG38721	CEG38721	49
CEG42420	CEG42420	49
CEG46759	CEG46759	49
CEG41832	CEG41832	49
CEG44135	CEG44135	49
CEG48410	CEG48410	49
CEG50292	CEG50292	49
CEG37518	CEG37518	49
CEG46760	CEG46760	49
CEG48616	CEG48616	49
CEG44762	CEG44762	49
CEG36526	CEG36526	49
CEG38574	CEG38574	49
CEG44328	CEG44328	49
CEG48263	CEG48263	49
CEG41500	CEG41500	49
CEG38007	CEG38007	49
CEG46500	CEG46500	50
CEG44006	CEG44006	50
CEG36900	CEG36900	50
CEG43315	CEG43315	50
CEG43710	CEG43710	50
CEG41221	CEG41221	50
CEG45630	CEG45630	50
CEG37682	CEG37682	50
CEG35136	CEG35136	50
CEG42244	CEG42244	50
CEG43105	CEG43105	50
CEG41935	CEG41935	50
CEG45229	CEG45229	50
CEG37525	CEG37525	50
CEG47347	CEG47347	50
CEG44245	CEG44245	50
CEG35092	CEG35092	50
CEG47957	CEG47957	50
CEG45143	CEG45143	50
CEG46095	CEG46095	50
CEG45446	CEG45446	50
CEG42697	CEG42697	50
CEG43605	CEG43605	51
CEG38807	CEG38807	51
CEG38683	CEG38683	51
CEG48894	CEG48894	51
CEG42130	CEG42130	51
CEG45749	CEG45749	51
CEG37038	CEG37038	51
CEG49043	CEG49043	51
CEG41480	CEG41480	51
CEG41062	CEG41062	51
CEG39098	CEG39098	51
CEG41153	CEG41153	51
CEG41588	CEG41588	51
CEG47421	CEG47421	51
CEG41611	CEG41611	51
CEG44383	CEG44383	51
CEG36611	CEG36611	51
CEG36113	CEG36113	51
CEG38233	CEG38233	51
CEG35889	CEG35889	51
CEG42312	CEG42312	51
CEG37379	CEG37379	51
CEG49785	CEG49785	51
CEG45272	CEG45272	51
CEG40730	CEG40730	51
CEG35904	CEG35904	51
CEG41841	CEG41841	51
CEG40362	CEG40362	51
CEG45590	CEG45590	51
CEG41366	CEG41366	51
CEG49545	CEG49545	51
CEG38741	CEG38741	51
CEG42639	CEG42639	51
CEG39730	CEG39730	54
CEG50088	CEG50088	54
CEG41210	CEG41210	54
CEG39225	CEG39225	54
CEG49141	CEG49141	54
CEG37127	CEG37127	54
CEG38166	CEG38166	54
CEG47052	CEG47052	54
CEG37879	CEG37879	54
CEG44760	CEG44760	54
CEG40739	CEG40739	54
CEG38231	CEG38231	54
CEG42738	CEG42738	54
CEG46234	CEG46234	54
CEG35266	CEG35266	54
CEG47283	CEG47283	54
CEG48747	CEG48747	54
CEG37722	CEG37722	54
CEG40839	CEG40839	54
CEG49670	CEG49670	54
CEG38524	CEG38524	54
CEG48302	CEG48302	54
CEG50031	CEG50031	54
CEG44888	CEG44888	54
CEG48485	CEG48485	54
CEG42872	CEG42872	54
CEG46346	CEG46346	54
CEG40802	CEG40802	54
CEG48836	CEG48836	54
CEG42635	CEG42635	54
CEG35148	CEG35148	54
CEG37150	CEG37150	54
CEG48609	CEG48609	54
CEG50168	CEG50168	54
CEG43941	CEG43941	54
CEG37314	CEG37314	54
CEG39974	CEG39974	54
CEG37416	CEG37416	54
CEG37257	CEG37257	54
CEG47569	CEG47569	54
CEG43998	CEG43998	54
CEG40252	CEG40252	54
CEG42212	CEG42212	54
CEG35111	CEG35111	54
CEG40706	CEG40706	54
CEG41490	CEG41490	54
CEG43117	CEG43117	54
CEG41207	CEG41207	54
CEG40708	CEG40708	54
CEG43193	CEG43193	54
CEG44869	CEG44869	54
CEG45450	CEG45450	54
CEG40034	CEG40034	54
CEG35859	CEG35859	54
CEG41553	CEG41553	54
CEG39297	CEG39297	54
CEG43268	CEG43268	54
CEG43207	CEG43207	54
CEG42902	CEG42902	54
CEG49823	CEG49823	54
CEG44334	CEG44334	54
CEG35262	CEG35262	54
CEG44346	CEG44346	54
CEG35847	CEG35847	54
CEG44456	CEG44456	54
CEG41661	CEG41661	54
CEG35551	CEG35551	54
CEG44994	CEG44994	54
CEG41704	CEG41704	54
CEG38696	CEG38696	54
CEG38550	CEG38550	54
CEG43751	CEG43751	54
CEG46810	CEG46810	54
CEG43552	CEG43552	54
CEG46879	CEG46879	54
CEG46365	CEG46365	54
CEG39498	CEG39498	54
CEG48549	CEG48549	54
CEG37890	CEG37890	54
CEG43091	CEG43091	54
CEG38587	CEG38587	54
CEG46017	CEG46017	54
CEG45513	CEG45513	54
CEG46366	CEG46366	54
CEG44929	CEG44929	54
CEG38238	CEG38238	54
CEG42063	CEG42063	54
CEG40391	CEG40391	54
CEG48066	CEG48066	54
CEG39637	CEG39637	54
CEG38798	CEG38798	54
CEG47199	CEG47199	54
CEG39417	CEG39417	54
CEG41978	CEG41978	54
CEG37001	CEG37001	54
CEG37702	CEG37702	54
CEG41647	CEG41647	54
CEG47369	CEG47369	54
CEG38204	CEG38204	54
CEG38908	CEG38908	54
CEG40845	CEG40845	54
CEG39332	CEG39332	54
CEG40584	CEG40584	54
CEG43920	CEG43920	54
CEG37771	CEG37771	54
CEG37208	CEG37208	54
CEG46756	CEG46756	54
CEG35265	CEG35265	54
CEG36446	CEG36446	54
CEG43532	CEG43532	54
CEG36858	CEG36858	54
CEG49828	CEG49828	54
CEG46954	CEG46954	54
CEG47513	CEG47513	54
CEG45941	CEG45941	54
CEG48049	CEG48049	54
CEG39991	CEG39991	54
CEG40630	CEG40630	54
CEG35560	CEG35560	54
CEG45439	CEG45439	54
CEG50447	CEG50447	54
CEG43577	CEG43577	54
CEG41176	CEG41176	54
CEG49658	CEG49658	54
CEG48840	CEG48840	54
CEG43973	CEG43973	54
CEG36299	CEG36299	54
CEG38620	CEG38620	54
CEG41399	CEG41399	54
CEG38395	CEG38395	54
CEG49085	CEG49085	54
CEG48476	CEG48476	54
CEG42302	CEG42302	54
CEG46617	CEG46617	54
CEG45408	CEG45408	54
CEG42470	CEG42470	54
CEG44558	CEG44558	54
CEG46315	CEG46315	54
CEG45271	CEG45271	54
CEG44014	CEG44014	54
CEG42330	CEG42330	54
CEG44339	CEG44339	54
CEG45693	CEG45693	54
CEG37209	CEG37209	54
CEG37450	CEG37450	54
CEG43898	CEG43898	54
CEG40985	CEG40985	55
CEG45785	CEG45785	55
CEG36833	CEG36833	55
CEG38592	CEG38592	55
CEG38402	CEG38402	55
CEG40721	CEG40721	55
CEG48260	CEG48260	55
CEG41545	CEG41545	55
CEG39248	CEG39248	55
CEG45811	CEG45811	55
CEG35255	CEG35255	55
CEG41425	CEG41425	55
CEG42977	CEG42977	55
CEG38244	CEG38244	55
CEG43617	CEG43617	55
CEG40946	CEG40946	55
CEG44282	CEG44282	55
CEG43775	CEG43775	55
CEG45343	CEG45343	55
CEG38883	CEG38883	55
CEG36654	CEG36654	55
CEG46281	CEG46281	55
CEG47126	CEG47126	55
CEG50064	CEG50064	55
CEG46575	CEG46575	55
CEG48377	CEG48377	55
CEG50392	CEG50392	55
CEG44772	CEG44772	55
CEG49106	CEG49106	55
CEG36790	CEG36790	55
CEG50240	CEG50240	55
CEG42551	CEG42551	55
CEG50344	CEG50344	55
CEG37186	CEG37186	56
CEG47060	CEG47060	56
CEG47059	CEG47059	56
CEG44567	CEG44567	56
CEG39250	CEG39250	56
CEG46847	CEG46847	56
CEG35345	CEG35345	56
CEG42801	CEG42801	56
CEG39405	CEG39405	56
CEG43059	CEG43059	56
CEG48234	CEG48234	56
CEG42300	CEG42300	56
CEG37763	CEG37763	56
CEG38194	CEG38194	56
CEG44883	CEG44883	56
CEG36913	CEG36913	56
CEG39760	CEG39760	56
CEG48037	CEG48037	56
CEG41544	CEG41544	56
CEG48819	CEG48819	56
CEG39457	CEG39457	56
CEG43719	CEG43719	56
CEG44793	CEG44793	56
CEG44189	CEG44189	56
CEG46591	CEG46591	56
CEG42060	CEG42060	56
CEG48877	CEG48877	56
CEG48591	CEG48591	56
CEG35164	CEG35164	56
CEG49730	CEG49730	56
CEG45204	CEG45204	56
CEG41316	CEG41316	56
CEG44396	CEG44396	56
CEG42732	CEG42732	56
CEG49684	CEG49684	56
CEG41784	CEG41784	56
CEG44370	CEG44370	56
CEG42367	CEG42367	56
CEG38623	CEG38623	56
CEG48729	CEG48729	56
CEG44861	CEG44861	56
CEG38293	CEG38293	56
CEG46867	CEG46867	56
CEG47135	CEG47135	56
CEG48291	CEG48291	56
CEG36153	CEG36153	56
CEG43422	CEG43422	56
CEG42549	CEG42549	56
CEG37810	CEG37810	56
CEG41001	CEG41001	56
CEG37646	CEG37646	56
CEG40405	CEG40405	56
CEG38476	CEG38476	56
CEG46223	CEG46223	56
CEG49290	CEG49290	56
CEG43227	CEG43227	56
CEG48138	CEG48138	56
CEG46441	CEG46441	56
CEG47207	CEG47207	56
CEG35173	CEG35173	56
CEG48417	CEG48417	56
CEG50385	CEG50385	56
CEG46260	CEG46260	58
CEG48843	CEG48843	58
CEG47847	CEG47847	58
CEG37276	CEG37276	58
CEG39894	CEG39894	58
CEG48370	CEG48370	58
CEG36886	CEG36886	58
CEG44214	CEG44214	58
CEG42194	CEG42194	58
CEG37398	CEG37398	58
CEG41821	CEG41821	58
CEG47248	CEG47248	58
CEG35365	CEG35365	58
CEG41038	CEG41038	58
CEG42991	CEG42991	58
CEG38980	CEG38980	58
CEG44518	CEG44518	58
CEG48480	CEG48480	59
CEG40799	CEG40799	59
CEG45399	CEG45399	59
CEG37762	CEG37762	59
CEG42331	CEG42331	59
CEG35716	CEG35716	59
CEG48455	CEG48455	59
CEG50279	CEG50279	59
CEG45938	CEG45938	59
CEG38209	CEG38209	59
CEG47256	CEG47256	59
CEG42632	CEG42632	59
CEG45813	CEG45813	59
CEG49297	CEG49297	59
CEG40878	CEG40878	59
CEG39692	CEG39692	59
CEG38706	CEG38706	59
CEG44819	CEG44819	59
CEG39757	CEG39757	59
CEG47484	CEG47484	59
CEG42995	CEG42995	59
CEG39295	CEG39295	59
CEG37719	CEG37719	59
CEG38742	CEG38742	59
CEG42090	CEG42090	59
CEG38672	CEG38672	59
CEG42536	CEG42536	59
CEG38612	CEG38612	59
CEG40510	CEG40510	59
CEG42718	CEG42718	59
CEG38689	CEG38689	59
CEG50404	CEG50404	59
CEG41432	CEG41432	59
CEG37468	CEG37468	59
CEG41619	CEG41619	59
CEG38526	CEG38526	59
CEG46533	CEG46533	59
CEG46883	CEG46883	59
CEG46048	CEG46048	59
CEG36158	CEG36158	59
CEG36223	CEG36223	59
CEG40773	CEG40773	59
CEG39411	CEG39411	59
CEG40713	CEG40713	59
CEG36912	CEG36912	59
CEG40525	CEG40525	59
CEG43055	CEG43055	59
CEG45952	CEG45952	59
CEG40476	CEG40476	59
CEG39179	CEG39179	59
CEG46860	CEG46860	59
CEG37981	CEG37981	59
CEG41735	CEG41735	59
CEG39305	CEG39305	59
CEG36078	CEG36078	59
CEG43526	CEG43526	59
CEG42336	CEG42336	59
CEG50407	CEG50407	59
CEG41989	CEG41989	59
CEG37399	CEG37399	59
CEG42360	CEG42360	59
CEG37859	CEG37859	59
CEG47812	CEG47812	59
CEG47045	CEG47045	59
CEG37438	CEG37438	59
CEG41299	CEG41299	59
CEG37062	CEG37062	59
CEG42692	CEG42692	59
CEG39522	CEG39522	59
CEG35156	CEG35156	59
CEG46109	CEG46109	59
CEG39172	CEG39172	59
CEG42372	CEG42372	59
CEG42832	CEG42832	59
CEG46071	CEG46071	59
CEG36043	CEG36043	59
CEG49217	CEG49217	59
CEG42464	CEG42464	59
CEG47092	CEG47092	59
CEG46993	CEG46993	59
CEG43406	CEG43406	59
CEG41635	CEG41635	59
CEG50332	CEG50332	59
CEG48588	CEG48588	59
CEG44003	CEG44003	59
CEG46671	CEG46671	59
CEG47328	CEG47328	59
CEG47428	CEG47428	59
CEG45939	CEG45939	59
CEG48499	CEG48499	59
CEG45499	CEG45499	59
CEG38714	CEG38714	59
CEG45500	CEG45500	59
CEG42351	CEG42351	59
CEG45238	CEG45238	59
CEG42462	CEG42462	59
CEG45558	CEG45558	59
CEG43836	CEG43836	59
CEG35380	CEG35380	59
CEG48120	CEG48120	59
CEG41733	CEG41733	59
CEG49084	CEG49084	59
CEG49293	CEG49293	59
CEG48939	CEG48939	59
CEG37242	CEG37242	59
CEG49963	CEG49963	60
CEG42293	CEG42293	60
CEG42504	CEG42504	60
CEG40094	CEG40094	60
CEG39125	CEG39125	60
CEG47105	CEG47105	60
CEG38173	CEG38173	60
CEG42405	CEG42405	60
CEG46367	CEG46367	60
CEG49943	CEG49943	60
CEG49034	CEG49034	60
CEG40317	CEG40317	60
CEG49630	CEG49630	60
CEG41341	CEG41341	60
CEG43700	CEG43700	60
CEG39399	CEG39399	60
CEG35147	CEG35147	60
CEG44445	CEG44445	60
CEG36077	CEG36077	60
CEG37958	CEG37958	60
CEG37621	CEG37621	60
CEG39548	CEG39548	60
CEG39530	CEG39530	60
CEG38630	CEG38630	60
CEG37265	CEG37265	60
CEG46140	CEG46140	60
CEG35077	CEG35077	60
CEG38181	CEG38181	60
CEG44255	CEG44255	60
CEG49611	CEG49611	60
CEG43330	CEG43330	60
CEG36852	CEG36852	60
CEG47688	CEG47688	60
CEG43037	CEG43037	60
CEG35805	CEG35805	60
CEG40961	CEG40961	60
CEG37366	CEG37366	60
CEG45161	CEG45161	60
CEG48777	CEG48777	60
CEG45421	CEG45421	60
CEG45354	CEG45354	60
CEG40333	CEG40333	60
CEG39552	CEG39552	60
CEG39676	CEG39676	60
CEG46877	CEG46877	60
CEG36563	CEG36563	60
CEG36857	CEG36857	60
CEG41994	CEG41994	60
CEG37495	CEG37495	60
CEG41300	CEG41300	60
CEG41807	CEG41807	60
CEG49166	CEG49166	60
CEG35684	CEG35684	60
CEG37093	CEG37093	60
CEG42191	CEG42191	60
CEG49460	CEG49460	60
CEG41781	CEG41781	60
CEG44280	CEG44280	60
CEG40661	CEG40661	60
CEG42163	CEG42163	60
CEG44539	CEG44539	60
CEG45613	CEG45613	60
CEG38915	CEG38915	60
CEG47807	CEG47807	60
CEG36101	CEG36101	60
CEG36645	CEG36645	60
CEG44580	CEG44580	60
CEG38591	CEG38591	60
CEG46097	CEG46097	60
CEG38381	CEG38381	60
CEG46832	CEG46832	60
CEG42313	CEG42313	60
CEG37089	CEG37089	60
CEG46677	CEG46677	60
CEG47438	CEG47438	60
CEG42913	CEG42913	61
CEG36716	CEG36716	61
CEG38320	CEG38320	61
CEG48864	CEG48864	61
CEG37723	CEG37723	61
CEG46767	CEG46767	61
CEG37519	CEG37519	61
CEG40844	CEG40844	61
CEG42570	CEG42570	61
CEG49652	CEG49652	61
CEG50517	CEG50517	61
CEG40191	CEG40191	61
CEG49073	CEG49073	61
CEG49165	CEG49165	61
CEG40273	CEG40273	61
CEG47237	CEG47237	61
CEG36116	CEG36116	61
CEG44825	CEG44825	61
CEG41789	CEG41789	61
CEG42409	CEG42409	61
CEG40940	CEG40940	61
CEG43444	CEG43444	62
CEG49082	CEG49082	62
CEG41380	CEG41380	62
CEG38206	CEG38206	62
CEG39985	CEG39985	62
CEG35134	CEG35134	62
CEG39054	CEG39054	62
CEG45551	CEG45551	62
CEG43046	CEG43046	62
CEG44229	CEG44229	62
CEG47612	CEG47612	62
CEG42709	CEG42709	62
CEG48258	CEG48258	62
CEG47648	CEG47648	62
CEG43072	CEG43072	62
CEG35313	CEG35313	62
CEG41557	CEG41557	62
CEG49020	CEG49020	62
CEG49530	CEG49530	62
CEG36466	CEG36466	62
CEG36757	CEG36757	62
CEG39581	CEG39581	62
CEG42433	CEG42433	62
CEG49179	CEG49179	62
CEG42042	CEG42042	63
CEG45148	CEG45148	63
CEG39294	CEG39294	63
CEG46479	CEG46479	63
CEG42611	CEG42611	63
CEG41800	CEG41800	63
CEG42846	CEG42846	63
CEG36067	CEG36067	63
CEG43289	CEG43289	63
CEG40762	CEG40762	63
CEG37936	CEG37936	63
CEG38160	CEG38160	63
CEG48218	CEG48218	63
CEG46691	CEG46691	63
CEG38041	CEG38041	63
CEG46904	CEG46904	63
CEG38770	CEG38770	63
CEG35401	CEG35401	63
CEG37990	CEG37990	63
CEG38675	CEG38675	63
CEG42104	CEG42104	63
CEG41960	CEG41960	63
CEG38525	CEG38525	63
CEG43388	CEG43388	63
CEG47273	CEG47273	63
CEG44495	CEG44495	63
CEG40683	CEG40683	63
CEG38631	CEG38631	63
CEG44476	CEG44476	63
CEG48542	CEG48542	63
CEG35200	CEG35200	63
CEG46291	CEG46291	63
ENSRNAG00050153342	ENSRNAG00050153342	63
CEG47090	CEG47090	63
CEG49264	CEG49264	63
CEG48047	CEG48047	63
CEG50269	CEG50269	63
CEG40001	CEG40001	63
CEG50242	CEG50242	63
CEG38063	CEG38063	65
CEG45425	CEG45425	65
CEG37170	CEG37170	65
CEG36950	CEG36950	65
CEG35886	CEG35886	65
CEG38996	CEG38996	65
CEG46642	CEG46642	65
CEG39848	CEG39848	65
CEG38197	CEG38197	65
CEG35954	CEG35954	65
CEG49323	CEG49323	65
CEG45929	CEG45929	65
CEG36549	CEG36549	65
CEG44827	CEG44827	65
CEG47875	CEG47875	65
CEG49195	CEG49195	65
CEG50258	CEG50258	65
CEG44959	CEG44959	65
CEG43305	CEG43305	65
CEG35431	CEG35431	65
CEG46393	CEG46393	65
CEG44506	CEG44506	65
ENSRNAG00050153084	ENSRNAG00050153084	65
CEG45571	CEG45571	65
CEG35160	CEG35160	65
CEG40827	CEG40827	65
CEG40765	CEG40765	65
CEG39723	CEG39723	65
CEG38459	CEG38459	65
CEG37571	CEG37571	65
CEG46314	CEG46314	65
CEG45339	CEG45339	65
CEG47523	CEG47523	65
CEG44442	CEG44442	65
CEG42545	CEG42545	65
CEG36576	CEG36576	65
CEG39990	CEG39990	65
CEG42044	CEG42044	65
CEG49424	CEG49424	65
CEG38699	CEG38699	65
CEG47036	CEG47036	65
CEG38758	CEG38758	65
CEG37188	CEG37188	65
CEG37653	CEG37653	66
CEG36064	CEG36064	66
CEG49861	CEG49861	66
CEG41267	CEG41267	66
CEG40775	CEG40775	66
CEG40366	CEG40366	66
CEG42203	CEG42203	66
CEG37966	CEG37966	66
CEG41674	CEG41674	66
CEG40971	CEG40971	66
CEG38461	CEG38461	66
CEG40704	CEG40704	66
CEG45162	CEG45162	66
CEG42442	CEG42442	66
CEG47572	CEG47572	66
CEG45559	CEG45559	66
CEG48112	CEG48112	66
CEG48584	CEG48584	66
CEG43248	CEG43248	66
CEG35605	CEG35605	66
CEG47905	CEG47905	66
CEG46004	CEG46004	66
CEG39976	CEG39976	66
CEG45051	CEG45051	66
CEG46634	CEG46634	66
CEG40521	CEG40521	66
CEG50089	CEG50089	66
CEG46160	CEG46160	66
CEG40534	CEG40534	66
CEG47245	CEG47245	66
CEG49724	CEG49724	66
CEG39779	CEG39779	66
CEG43737	CEG43737	66
CEG36218	CEG36218	66
CEG36114	CEG36114	66
CEG49178	CEG49178	66
CEG38105	CEG38105	66
CEG36529	CEG36529	66
CEG45474	CEG45474	66
CEG36548	CEG36548	66
CEG47804	CEG47804	66
CEG46964	CEG46964	67
CEG44285	CEG44285	67
CEG36123	CEG36123	67
CEG49204	CEG49204	67
CEG43110	CEG43110	67
CEG40562	CEG40562	67
CEG48388	CEG48388	67
CEG46577	CEG46577	67
CEG43770	CEG43770	67
CEG37536	CEG37536	67
CEG37370	CEG37370	67
CEG43299	CEG43299	67
CEG47462	CEG47462	67
CEG37297	CEG37297	67
CEG39567	CEG39567	67
CEG38022	CEG38022	67
CEG44264	CEG44264	67
